place_id,place_name,review_id,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text,review_photos
ChIJ0_VBzu40_RIRYgyI-aTo49Q,Station Service TotalEnergies Olympique,ChdDSUhNMG9nS0VJQ0FnSURqNnZXVHZRRRAB,5,Propre et service de qualite,2 maanden geleden,2024-05-01T21:38:49,"Cher client,
Nous sommes ravis de voir que vous etes satisfait de notre service ! Votre satisfaction est notre priorite absolue, et nous sommes heureux de savoir que nous avons reussi a vous offrir une experience positive.
Nous continuerons a travailler dur pour vous fournir des produits et services de haute qualite a l'avenir.
Merci d'avoir choisi TotalEnergies Tunisie !
L'equipe TotalEnergies Marketing Tunisie",een maand geleden,2024-05-03T13:47:27,0,7,4,True,Schone en hoogwaardige service,"Beste klant,
Wij zijn blij om te zien dat u tevreden bent over onze service! Uw tevredenheid is onze topprioriteit en we zijn blij om te weten dat we u een positieve ervaring hebben kunnen bieden.
Wij zullen er hard aan blijven werken om u ook in de toekomst producten en diensten van hoge kwaliteit te bieden.
Bedankt dat u voor TotalEnergies Tunisie hebt gekozen!
Het TotalEnergies Marketing Tunesie-team",[]
ChIJ0_VBzu40_RIRYgyI-aTo49Q,Station Service TotalEnergies Olympique,ChdDSUhNMG9nS0VJQ0FnSUNRazRXVHlBRRAB,5,"Tres bon service, station retape a neuf, tout les services sont disponibles, vidange, lavage, gonflage, restaurant, cafeteria, shop, station propre paiement par carte Total ou carte bancaire disponible plusieurs pompes disponibles Rien a dire pourvu que ca dure",6 jaar geleden,2017-11-01T22:35:16,,,,0,81,153,True,"Zeer goede service, gerenoveerd station, alle diensten zijn beschikbaar, leegmaken, wassen, opblazen, restaurant, cafetaria, winkel, eigen station betaling met Total-kaart of bankkaart beschikbaar verschillende pompen beschikbaar Niets te zeggen zolang het duurt",,[]
ChIJ0_VBzu40_RIRYgyI-aTo49Q,Station Service TotalEnergies Olympique,ChZDSUhNMG9nS0VJQ0FnSUNMaUxpQ1JBEAE,5,Bien,2 weken geleden,2024-06-14T09:21:31,,,,0,1,4,False,GOED,,[]
ChIJjWkYeaxK_RIRoPU7sIE_vjo,TotalEnergies - Les Jardins Du Lac,ChZDSUhNMG9nS0VJQ0FnSUNqcjdmN0l3EAE,2,Une rectification par rapport a mon avis.  Un service tres tres lent pour un lavage rapide. Et la machine de sechage fonctionne a moitie ,2 weken geleden,2024-04-27T10:17:23,"Cher client,
Nous sommes ravis de voir que vous etes satisfait de notre service ! Votre satisfaction est notre priorite absolue, et nous sommes heureux de savoir que nous avons reussi a vous offrir une experience positive.
Nous continuerons a travailler dur pour vous fournir des produits et services de haute qualite a l'avenir.
Merci d'avoir choisi TotalEnergies Tunisie !
L'equipe TotalEnergies Tunisie",2 maanden geleden,2024-04-29T16:47:25,0,54,92,True,Een correctie op mijn mening.  Heel erg trage service voor een snelle wasbeurt. En de droogmachine werkt half ,"Beste klant,
Wij zijn blij om te zien dat u tevreden bent over onze service! Uw tevredenheid is onze topprioriteit en we zijn blij om te weten dat we u een positieve ervaring hebben kunnen bieden.
Wij zullen er hard aan blijven werken om u ook in de toekomst producten en diensten van hoge kwaliteit te bieden.
Bedankt dat u voor TotalEnergies Tunisie hebt gekozen!
Het TotalEnergies Tunesie-team","[""https://lh5.googleusercontent.com/p/AF1QipNKu_abgyyf4yc-sNZ957XudVd46NR6cZmF2vAS=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOeXwLMPeroBoAJACbXRYXm8LQ2Jhskkh70Sb3x=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipP8VWtVtYgXxIxD7Z2lhYEzi6Nz8nMzoZpZHmAl=w150-h150-k-no-p""]"
ChIJjWkYeaxK_RIRoPU7sIE_vjo,TotalEnergies - Les Jardins Du Lac,ChZDSUhNMG9nS0VJQ0FnSUM1NUxqWVJnEAE,1,"Lavage interieur catastrophique, les poussieres reside sur les seuils de portes et le tableau de bord, les employes sont tros fatigues du coup tous se qui lavage interieur c'est a eviter par excellence",8 maanden geleden,2023-10-10T15:06:31,"Bonjour Monsieur , nous tenons a vous informer que votre reclamation est bien prise en compte.
Merci de nous transmettre vos coordonnees (nom, prenom, adresse mail et numero de tel.), afin de les transferer au service concerne pour prendre les mesures necessaires 
Nous restons a disposition. Merci",8 maanden geleden,2023-10-26T09:30:06,1,14,29,True,"Desastreuze wasbeurt van het interieur, het stof blijft op de deurdrempels en het dashboard zitten, de medewerkers zijn daardoor erg moe, alle wasbeurten van het interieur moeten bij uitstek worden vermeden","Hallo meneer, wij willen u laten weten dat er rekening is gehouden met uw klacht.
Stuur ons uw contactgegevens (naam, voornaam, e-mailadres en telefoonnummer) zodat deze aan de betrokken afdeling kunnen worden doorgegeven om de nodige maatregelen te kunnen nemen.
Wij blijven beschikbaar. Dankjewel","[""https://lh5.googleusercontent.com/p/AF1QipM3IoI-9Oka_ll3rxUm74WHeopKnz_tlYlt7k7H=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPjs_txHwdEM-I7jYqM1F929Wef3IuoZA6Kf4dY=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPZrEZqb1tNl6lLafxAxWRd_h7e4Z1rfOkkELsx=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipN_24NQjl0Q-_FNzMseVVOI-wftQINXs4KUTvEB=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNZmCMR2QDAImDuPHsIA7-lLM71HKUwNcCmNbdL=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNnIXRQBFrxqzRoxAbnT4qnuPh6VcHC6Qz2qVUi=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNnoW-0pLK98VKDul0mfdxqGsMMc8YyG7c9lBx2=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNkGTj2FNSXzTWe5YHufGFuQqNeXq2H9jpBjwzt=w150-h150-k-no-p""]"
ChIJjWkYeaxK_RIRoPU7sIE_vjo,TotalEnergies - Les Jardins Du Lac,ChZDSUhNMG9nS0VJQ0FnSUMwN2VLeEdBEAE,1,"Service trop lent. 3h pour laver la voiture, evitez Total Wash en week-end. Station en sous effectif de personnel.",4 jaar geleden,2019-10-06T19:57:19,,,,0,234,1727,True,"Service te traag. 3 uur om de auto te wassen, vermijd Total Wash in het weekend. Station onderbezet.",,"[""https://lh5.googleusercontent.com/p/AF1QipMT8vWNjYwe9sqiSPso350alUERHiNTLLaujKGY=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPF-2bsLKEpI_PAsxtTDW7cdHZcP-vy8AIWpGeV=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMqYjEVCMAcbcawFxQEamvLAjeZXSuOWJYHiOot=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPhuwrkVtiOEPrA27pvdaBbbxeEjTNuJdge7_CI=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMsO6jh24n4gJIihFdYk8DpggDXfldLnQdyY5Uf=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipO4CkqxSuXaIEZu8mGI2LjsdBLdeyqRqAQUBQw5=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOJFCeskeekqHmdJO5D1LxM9L1DOOHbeWlOaoix=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipM9S3-hR9Jnj6ah2pNQ73j2i0zA1RfK-zGeIynl=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPWsd8i46PxmVfjNRbXzpA76WpwvGbgl3Z7hsO7=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipONQ0Epf6UZGHUyUYd2URKtdNTRZIUyTgYE7RAZ=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipN713szARAgsqhopWvmNjtbdm30pBIVyXTy6LFM=w150-h150-k-no-p""]"
ChIJjWkYeaxK_RIRoPU7sIE_vjo,TotalEnergies - Les Jardins Du Lac,ChdDSUhNMG9nS0VJQ0FnSURGMjlDYzhBRRAB,1,"Tres mauvais services. Retard abusif (J ai laisse ma voiture vers 9h00, a 12h40 elle n' est toujours pas prete, on vient de la mettre a la machine sachant que mon retour vers 12h00 est deja prevu et le vehicule etait suppose etre pret), lavage mediocre, et risque de faire des fautes graves (ex: attentat de reparation du vehicule) sans demander l' autorisation du client. En plus ils ne suivent pas les instructions du client. Inutile de citer les details, je ne recommande surement pas.",7 maanden geleden,2023-11-10T12:20:46,"Bonjour wajd ben yedder,  
Au nom de toute l'equipe TotalEnergies Tunisie nous sommes navres pour cette experience qui ne reflete en rien notre qualite de service habituelle.    
Sachez que la qualite et la satisfaction de notre clientele est notre priorite, et que nous prenons au serieux toute reclamation.  
Nous tenons a vous informer que votre reclamation est bien prise en compte.
Merci de nous transmettre vos coordonnees (nom, prenom, adresse mail et numero de tel.), afin de les transferer au service concerne pour prendre les mesures necessaires 
Nous restons a disposition. Merci",7 maanden geleden,2023-11-13T14:41:06,0,14,48,True,"Zeer slechte diensten. Overmatige vertraging (ik verliet mijn auto rond 09.00 uur, om 12.40 uur is hij nog steeds niet klaar, we hebben hem zojuist in de automaat gestopt, wetende dat mijn terugkomst rond 12.00 uur al gepland is en dat het voertuig zou moeten klaar zijn), slecht wassen en het risico lopen ernstige fouten te maken (bijvoorbeeld: poging tot reparatie van het voertuig) zonder toestemming van de klant te vragen. Bovendien volgen ze de instructies van de klant niet op. Het is niet nodig om de details te vermelden, ik raad het zeker niet aan.","Hallo wajd ben yedder,
Namens het hele team van TotalEnergies Tunisie verontschuldigen wij ons voor deze ervaring, die op geen enkele manier onze gebruikelijke kwaliteit van dienstverlening weerspiegelt.
Weet dat kwaliteit en klanttevredenheid onze prioriteit zijn en dat wij eventuele klachten serieus nemen.
Wij willen u graag laten weten dat er rekening is gehouden met uw klacht.
Stuur ons uw contactgegevens (naam, voornaam, e-mailadres en telefoonnummer) zodat deze aan de betrokken afdeling kunnen worden doorgegeven om de nodige maatregelen te kunnen nemen.
Wij blijven beschikbaar. Dankjewel","[""https://lh5.googleusercontent.com/p/AF1QipOtXZMW0HUXk9ScORR3TeBucb7Qi_mPYXsjH9gp=w150-h150-k-no-p""]"
ChIJjWkYeaxK_RIRoPU7sIE_vjo,TotalEnergies - Les Jardins Du Lac,ChZDSUhNMG9nS0VJQ0FnSUNhN3NXNEd3EAE,5,Station service parfaite. Station de lavage impeccable et une boutique tres sympa avec son cafe et toutes autres services,2 jaar geleden,2021-08-01T12:21:49,,,,0,208,552,True,Perfect tankstation. Onberispelijke carwash en een heel leuke winkel met koffie en alle andere diensten,,"[""https://lh5.googleusercontent.com/p/AF1QipMr1T8cJsOLg7rE3Zmcc1gikTXHQmTioXXbCL92=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOPMKuV2ActevF6pVn3uHdm9s2qhUFYL2l13lo1=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOrwB-SqT4z9SYdn1ddVmxQAjGedHLoKfTrClai=w150-h150-k-no-p""]"
ChIJjWkYeaxK_RIRoPU7sIE_vjo,TotalEnergies - Les Jardins Du Lac,ChdDSUhNMG9nS0VJQ0FnSUNzdGVxWDFBRRAB,5,"Alors:
Vraiment le personnel we9ef lel station bilgde, commencons de l'homme de nettoyage, au pompiste, aux agents de lavage, aux agents travaillant dans la cafeteria.
Toilettes propres avec savons liquides et essuiesm-mains toujours disponible.
Des articles dans le magasin diversifies: gadgets de voitures, des boissons,  de la nourriture.
Les pompistse sont serieux et accueillant et parfois ils nettoient le pare-brise.
De la bonne qualite du cafe: Direct a 1DT900, capucin a 1DT700.
WIFI ouvert avec un signal tres fort pour les cendres qui veulent travailler avec leurs PC",4 jaar geleden,2020-02-09T14:21:26,,,,0,109,641,True,"Dus:
Eigenlijk het personeel van het afgebeelde station, laten we beginnen met de schoonmaakster, de pompbediende, de wasmiddelen, de agenten die in de cafetaria werken.
Schone toiletten met vloeibare zeep en handdoeken altijd beschikbaar.
Artikelen in de winkel gediversifieerd: autogadgets, drankjes, eten.
De pompbedienden zijn serieus en gastvrij en maken soms de voorruit schoon.
Koffie van goede kwaliteit: Direct voor 1DT900, kapucijner voor 1DT700.
Open WIFI met een zeer sterk signaal voor asjes die met hun pc willen werken",,"[""https://lh5.googleusercontent.com/p/AF1QipMEt3fdD74keLIkt7RThVkugzsaWqWICPqoPGmZ=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPw5rX-lSvvyruvCsV3SUSyad-bucpz0Xk1G8U0=w150-h150-k-no-p""]"
ChIJjWkYeaxK_RIRoPU7sIE_vjo,TotalEnergies - Les Jardins Du Lac,ChdDSUhNMG9nS0VJQ0FnSUNEbmZHWTNRRRAB,5,Excellent service bravo et bonne continuation,3 maanden geleden,2024-03-31T13:45:11,"Cher client,
Nous sommes ravis de voir que vous etes satisfait de notre service ! Votre satisfaction est notre priorite absolue, et nous sommes heureux de savoir que nous avons reussi a vous offrir une experience positive.
Nous continuerons a travailler dur pour vous fournir des produits et services de haute qualite a l'avenir.
Merci d'avoir choisi TotalEnergies Tunisie !
L'equipe TotalEnergies Marketing Tunisie",3 maanden geleden,2024-04-01T09:17:10,0,80,61,True,"Uitstekende service, goed gedaan en veel succes","Beste klant,
Wij zijn blij om te zien dat u tevreden bent over onze service! Uw tevredenheid is onze topprioriteit en we zijn blij om te weten dat we u een positieve ervaring hebben kunnen bieden.
Wij zullen er hard aan blijven werken om u ook in de toekomst producten en diensten van hoge kwaliteit te bieden.
Bedankt dat u voor TotalEnergies Tunisie hebt gekozen!
Het TotalEnergies Marketing Tunesie-team",[]
ChIJjWkYeaxK_RIRoPU7sIE_vjo,TotalEnergies - Les Jardins Du Lac,ChZDSUhNMG9nS0VJQ0FnSURGeXRPQVZREAE,1,"a eviter, service pas professionel,
Lavage catastrophique , et en plus de tout, personnel ne travaille que pour ceux qui leur donne des pourboires.",7 maanden geleden,2023-11-05T12:25:54,"Cher client,
Nous sommes desoles d'apprendre que vous n'etes pas satisfait de notre service. Nous sommes toujours a l'ecoute des retours de nos clients et nous prenons vos commentaires tres au serieux afin de pouvoir ameliorer notre service a l'avenir. Si vous avez des suggestions ou des remarques specifiques, n'hesitez pas a nous contacter pour que nous puissions discuter de votre experience en detail. 
Nous restons a disposition. Merci
L'equipe TotalEnergies Tunisie",7 maanden geleden,2023-11-13T14:30:36,0,1,0,False,"om onprofessionele service te voorkomen,
Rampzalig wassen, en bovendien werkt het personeel alleen voor degenen die fooi geven.","Beste klant,
Het spijt ons te horen dat u niet tevreden bent over onze service. We luisteren altijd naar de feedback van onze klanten en nemen uw opmerkingen zeer serieus, zodat we onze service in de toekomst kunnen verbeteren. Als u specifieke suggesties of opmerkingen heeft, aarzel dan niet om contact met ons op te nemen, zodat we uw ervaring in detail kunnen bespreken.
Wij blijven beschikbaar. Dankjewel
Het TotalEnergies Tunesie-team",[]
